negativereason,text
Can't Tell,@united we had four scheduled flights on this reservation and literally did not take one! Unreal
Flight Booking Problems,@united 3 hours to rebook but 8 hours l8r the same problem again. Arrive at gate stopped cause now infant is sitting in 4 yr old lap
Can't Tell,@united and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl @EWR
Cancelled Flight,"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details."
Cancelled Flight,@united Has it departed? I was awaiting an inbound plane yesterday for three hours and it never arrived. Had to stay overnight (again).
Late Flight,@united looks like today will be my 6th consecutive delayed flight from you...do I win a prize??? @Southwest Air why don't you fly to SBA? ðŸ˜­
Late Flight,@united sitting in a plane with no pilot.  Thanks! #waitingonapilot #denver #siouxfalls #whyairtravelsucks
Cancelled Flight,@united received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?
Late Flight,@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines
Late Flight,"@united and most frustratingly, all this delay happened either at the gate, or even onboard the aircraft! No heads up in advance!!!"
Late Flight,"@united my UA3426 on 2/19 was also delayed by 2 hours, stretching my trip way past the midnight, extremely exhausting!"
Late Flight,@united Haâ€¦ you rebooked me in to an 11 hr layover &amp; are robbing me of a night with my family. Too Late Flight for that. Just fly on time for once.
Late Flight,@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!
Late Flight,@united  #UnitedAirlines  how long will1531 be delayed.
Late Flight,@united Why isn't the flight status updated to delayed UA1532 no board
Flight Attendant Complaints,@united I paid for economy plus and you put me in the last boarding group so I have to gate check my bags too? @VirginAmerica knows better..
Bad Flight,@united i travelled from SCL- IHA feb 17. the AC on my sit (21L) was ON all night. I complaint to FA who never gave me a real answer. Help!
Late Flight,@united you suck.    9 hour delay?!
Late Flight,@united 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!
Flight Attendant Complaints,@united. Is it reasonable to wait 45 mins for the bag you made me check because the flight staff couldn't police the overhead bins?
Bad Flight,@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.
Flight Booking Problems,@united my PQMs and PQDs are no longer showing up correctly in my MileagePlus acct. How can I get this fixed?
Flight Booking Problems,@united I am trying to make/change reservations and getting extremely frustrated!!! Giving up and trying another airline!!!
Late Flight,@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?
Late Flight,@united passengers should have been rerouted to match the intended arrival time (even if you have to incur cost to put us in other airlines)
Lost Luggage,@united space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united
Late Flight,@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac!
Lost Luggage,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE
Bad Flight,"@united UA1130 Flight was a nightmare!! From poor customer service,having my confirmed seat given away.... +more issues"
Bad Flight,@united Flight 683 last night was #bad4business. Will be a long time before I recommend United to anyone.
Flight Booking Problems,"@united working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR."
Cancelled Flight,"@united flight Cancelled Flightled,  and the updated one gets me into BWI too Late Flight! I'd be fine with DCA or IAD,  just arriving earlier!  Help!"
Cancelled Flight,"@united you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place."
Bad Flight,"@united You can't control turbulence, but you can control customer experience, lot of scared people up here."
Bad Flight,"@united Currently on UA862, 20 minutes of the worst turbulence I've ever experienced, and ZERO communication from the flight deck."
Flight Attendant Complaints,"@united yes, but it's not looking. The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR"
Lost Luggage,@united also forgot add our bag is probably going to just sit in New Jersey because of a missed connection.
Flight Booking Problems,@united WHERE IS MY RECEIPT! I upgraded return leg and 6 months Late Flightr still NO receipt! http://t.co/DAjWzhLVyu
Flight Booking Problems,@United how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat?  WTF.
Flight Attendant Complaints,"@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful."
Bad Flight,@united wi-fi on 737-800 (aircraft 3511) didn't work entire ORD-DCA flight this morning
Cancelled Flight,"@united Cancelled Flightled my direct flight Newark-Brussels last night, now 7 hours behind schedule. In EU compensation would be a given, but in US?"
Cancelled Flight,@united #epicfail on #CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to de-icing delay
Lost Luggage,"@United ""Your bag may or may not be at the airport. Unfortunately, no one at the airport is picking up the phone or responding to messages."""
Lost Luggage,"@united nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son http://t.co/0pRGySvuRm"
Flight Booking Problems,"@united wasn't trying to Cancelled Flight, just trying to change my award ticket, same date and place, but thanks for sending the link, I know the fee"
Flight Booking Problems,@united unhappy with your new mileage rules :( - was my main reason to keep flying united. Will have to take my business elsewhere
Flight Attendant Complaints,"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is, is not cool."
Cancelled Flight,UA3388 @united was Cancelled Flightled not delayed.  Re-Flight Booking Problems still 90 miles from home.  At least acknowledge the Cancelled Flightlation.
Flight Attendant Complaints,@united Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending.
Lost Luggage,@united no they did not want to deliver at my house. Had to go to sombrons else house
Lost Luggage,"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send."
Bad Flight,"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback"
Lost Luggage,@united I have sent a message with a bag tag. Have you looked?
Lost Luggage,"@united just sent you a message on Facebook, how do I follow up a complaint re. Missing clothing out of checked baggage?"
Flight Attendant Complaints,"@united why do I check in online if I still have to wait in line for an hour to ""check in"" at counter? #fuckinlame  @naia_miaa"
Bad Flight,@united an over booked flight to start with and a red eye from lax to bos with no reclining seat.... #lastflightwithyouever
Bad Flight,"@united - 75% of a plane's passengers boarding in your ""Premier"" groups might be an indication of a broken process."
Cancelled Flight,"@united Cancelled Flightled a flight cause the crew needed sleep.But it's totally okay to wake me up at 3am just to let me know it's Cancelled Flightled, again."
Lost Luggage,"@united flight landed 13 hours ago, 2 more flights CMH-IAD last night and still no bag..could have driven it from CMH"
Lost Luggage,@united Do you have a further update on the suitcase today please.
Lost Luggage,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS
Flight Attendant Complaints,@united I would encourage you to re-interview the sole flight attendant on UAL 6166 from BUF to ORD. Blatantly not stable. Uncomfortable.
Cancelled Flight,@united this is the second time my flights been Cancelled Flightled... Like really?
longlines,@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable
Lost Luggage,@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail
Flight Booking Problems,@united was trying to change a flight online but got an error can you help via DM?
Lost Luggage,"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight"
Flight Booking Problems,@united I attempted to book a ticket 3 times and kept getting a 'error' message. I hope you didn't still charge me.
Bad Flight,"@united Coach interior on UA 992 looked like it was salvaged from the 80s. Tiny unusable video, no power &amp; lifevests on the floor #UA992 â€¦"
longlines,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.)
Lost Luggage,@united on plane to Newark now. I was checked in as Rebecca Levi. My bag is under her name too.
Cancelled Flight,@united not happening.  Delta took care of us.  Peace!
Lost Luggage,@united you have now lost my bag. Never ever flying United again #joke
Flight Booking Problems,"@united appreciate it, but changing time by 10 min multiple times 6 hours before flight is just annoying and seems like you have 0 clue"
Cancelled Flight,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United
Lost Luggage,"@united after a Cancelled Flighted flight, and 2 delays, you lost my luggage AGAIN! You're the WORST! Disgraceful! Awful company, horrible service!"
longlines,@united doesn't help the 100 or more passengers that just arrived an hour Late Flight.
Cancelled Flight,@united I am very glad I took care of own rescheduling now that UA 1580 from OGG was Cancelled Flightled. http://t.co/H3k3oWOhD1
Flight Booking Problems,@united Tried filling out the status match form and got hit with an error message. How can I tell if it went through? http://t.co/JbDkxd6eFz
Flight Attendant Complaints,@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.
Flight Attendant Complaints,@united that's why I missed my flight. If the flight had been held for 5 minutes I would have made it. I watched it pull away from the gate
Flight Attendant Complaints,@united also didn't ice the frozen metal walkway. Wasted 40 minutes because no one knew how to do simple jobs.
Cancelled Flight,@united your ground crew was inept and left a truck sitting on the Tarmac. Didn't have a gate agent once we got a gate.
Cancelled Flight,"@united after 2 days - 1 flight Cancelled Flightled, another delay for 8 hours- united gave me a $7 food voucher. That's how much they value my time??"
Flight Attendant Complaints,@united checked me in through security under the wrong name and given the wrong boarding pass. #AirlineSecurity
Cancelled Flight,"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ"
Cancelled Flight,"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?"
longlines,"@united If you consider 50 mins for bags @ 10:00pm on a Sunday night ""as fast as they can"", you should reconsider what you think that means."
Flight Attendant Complaints,"@united It's the horrible attitude from staff after , not just the delay. Not the level of service or respect one expects from United"
Flight Attendant Complaints,@united why do you want me to be loyal  if don't let me carry on my bag that easily fits in overhead
Flight Attendant Complaints,@united Ph the pat answers are BS. After I was denied boarding it sat at the gate until 9:05! Your employees totally suck.
Lost Luggage,@united 24 hrs since flight landed and ZERO info on my missing bag? rough ETA would be hugely helpful + restore some confidence
Bad Flight,@united big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever
Bad Flight,"@united Not to belabor my point,but shouldn't I be able to put a laptop bag above my seat?  Why is it announced to leave it for rollers? Thx"
Bad Flight,@united maybemange the airline alittlebetter. Arrived at LAX and no GATE! #howisthatpossible always the same thing w/u
Lost Luggage,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?
Cancelled Flight,@united I'm desperately trying to understand how my girlfriend is being treated with this Cancelled Flightled/delayed flight.  #unacceptable #ORD
Bad Flight,@united Why announce it is for rollers at all? If I want to put a coat in there isn't that my choice?  How about all gate checked? Thx
Lost Luggage,"@united  bags left behind because plane overweight, be great if knew as soon as we landed, instead letting us wait 45 minutes with no info."
Lost Luggage,@united will lose my bag but won't give me free pretzels #frauds
Flight Booking Problems,@united was forced  to book a flight on a different date than originally planned for a higher price $1130 felt like a bait and switch tactic
Flight Booking Problems,"@united tried a different flight IAH-MNL 4/1/15-4/17/15, 6 flights are advertised for $1038 but are not bookable (due to partner error)."
Flight Booking Problems,"@united clicked ""upgrade now"" and it didn't upgrade. What gives? http://t.co/N7oSjz8a59"
Flight Booking Problems,@united tried to book a flight IAH-MNL departing 3/31/15 returning 4/17/15 you are advertising 9 flights for $1051 that can't be book!
Bad Flight,@united Flight 472 from ORD couldn't let me know about this? Found out via app minutes before landing. Awful flight. http://t.co/DQJl8vZ2h2
Lost Luggage,@united I lost my sunglasses on the flight from OKC to IAH this morning (8am takeoff) .. is there any way to retrieve them?
Bad Flight,@united considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore?
Bad Flight,"@united worst flights I've ever had. ground crew ignored our plane, made me miss flight and now I have to cover the cost of a hotel. #DEN"
Flight Booking Problems,@united it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi
Flight Booking Problems,"@united bull crap.  I spent $600 on a recent trip.  That's not small change. I got 10,000 AA miles.  Would have only been 6600 UA"
Flight Attendant Complaints,@united yes I did. Terrible service from your courrier
Lost Luggage,@united compensate us for new clothes bet you won't
Cancelled Flight,"@united, we're stuck at OGG, looks like flight will be Cancelled Flightled. Can you help? =)"
Lost Luggage,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams
Lost Luggage,"@united I tried the online tracking and they said something like ""attempting to locate luggage"""
Lost Luggage,@united your worker told us not to call because we'd be talking to someone in Thailand...
Lost Luggage,@united - Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.
Lost Luggage,"@united if you don't like delayed bags, why do you let it happen so much?"
Flight Booking Problems,@united I can't find any Late Flight evening flights. Are there other airports that would have an overnight flight?
Flight Attendant Complaints,@united  Otis in the baggage claim by Bay #8. not at all happy but not nearly as pissed.
Lost Luggage,@united airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice
Lost Luggage,@united I did. It took about an hour and a half though
Lost Luggage,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M
longlines,@united we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing
Lost Luggage,@united I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous
Flight Attendant Complaints,@united wanted to point out that not one United crew has been sympathetic. Questions unanswered. MileagePlus is starting to look like a joke
Cancelled Flight,@united Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative.
Lost Luggage,"@united, wife landed in DC 5hrs ago. luggage did not, was told it would B delivered/Hotel by 8pm. It's now 10pm, no luggage. #UA484"
Bad Flight,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline
Bad Flight,"@united, you just caused a riot on the airplane. Never seen anything like this"
Lost Luggage,@united yes. Bags came 1 hr after I arrived at baggage claim. Awful experience on the ground at BHM
Bad Flight,@united your seats are god awful.
Bad Flight,@united I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?
longlines,@United is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK
Cancelled Flight,@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???
Bad Flight,@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united
Lost Luggage,"@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay."
Lost Luggage,@united I need help with a missing bag.
Flight Booking Problems,@united I was. But I have given up.
Lost Luggage,@united and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there
Lost Luggage,@united and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse
Bad Flight,@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance
Flight Attendant Complaints,"@united Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays."
Bad Flight,@united seriously? 45 min on the plane at bhm and now 30 min in baggage and still no bags? #worstairlineever
Flight Booking Problems,@united but we are on All Nippon now (booked by United to replace the one we missed).
Flight Attendant Complaints,"@united been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard"
Bad Flight,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever
Flight Attendant Complaints,"@united we were told when we checked in, as soon as we were allowed to, that there are no other seats available on the plane except middle."
Bad Flight,@united EVERYTIME I fly UR airline I hate you even more ! Thanks for the terrible service on flight 1071
Flight Booking Problems,".@united Really? Was bumped down from Gold status, asked to pay $$ to keep it, and get fewer miles... How is that worth it?"
Cancelled Flight,@united now this http://t.co/uygeW2Nosr
Bad Flight,@united seriously what's with the slow #wifi on this flight! If the speed was going to change for the worse then the price shouldn't go up!
Flight Attendant Complaints,"@united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!"
Flight Attendant Complaints,"@united Poor cabin luggage service on UA1266 to BOS, I was forced to check in even when there was empty space for bags in the overhead!"
Flight Booking Problems,@united every time I search a flight your site logs me out and gives error message. About to book on a different airline and Cancelled Flight my card.
Cancelled Flight,@united so the last seg of my flight from Denver (DEN) to hayden/steamboat (HDN) for 8am got Cancelled Flightled and I need help finding my luggage
Bad Flight,@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??
Cancelled Flight,"@Unitedâ€‹ has Cancelled Flighted 1 arrival into SHV tonight &amp; the 1st departure flight on Mon, Feb 23rd. Check with your airline for flight status."
Bad Flight,@united of course. But interesting how United doesn't seem to have a good sense on what's happening with flight
Flight Booking Problems,@united pushing five hours and my time is worth nothing to you. reFlight Booking Problems not an option unfortunately.
Bad Flight,@united - Plane came in with broken seat.  Rather than fix it they put a broken sign on it and separated me from my kids.
Cancelled Flight,@united have you read your own same day travel change policy?
Bad Flight,"@united your b737-800w  literally the smallest seats I have ever have, my dad got stuck In the tiny bathroom ad well #disspointed #premier1k"
Cancelled Flight,"@united my flight was already Cancelled Flightled this morning because of a ""snow storm in Denver"". And now I'm in DC waiting for a pilot to get on+"
longlines,@united still sucks. I don't understand why you have two cust service agents for a long line at Houston international b gate #unitedsucks
Bad Flight,@united I'd rather spend two days in the back seat of a Volkswagen than two hours on your plane! #disgruntled #whatacluster
Cancelled Flight,@united I have to go back home! I have to use what the company has available. But it's unfair to stay more than 24 h traveling
Bad Flight,@united yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned
Bad Flight,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!
Flight Booking Problems,"@united heard about the voucher/miles credit for Cancelled Flighting my international flight yesterday, but I didn't get an email."
Bad Flight,"@united, maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't working...âœˆï¸"
Cancelled Flight,@united I believe. It was Cancelled Flighted yesterday I guess. Goes back to no notification from United about Cancelled Flightlation
Bad Flight,"@United is an airline where you pay extra to get a better seat but by the time you board your overbooked flight, there's no overhead space."
Bad Flight,@United Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now.
Bad Flight,"@united agent, ""You should use the bathroom before boarding.. Toilets onboard are full."" Oh you can expected a strongly worded email FUnited"
Cancelled Flight,@united united flight UA3774 after two delays just Cancelled Flightled no explanation &amp; no more flights to Norfolk that aren't booked. Renting a car.
Bad Flight,"@united any way you can help me find a flight to LAS? Stuck in DIA, sat on plane 2 hrs, now been waiting an hour for an update."
Cancelled Flight,@United 50 minute wait times to help with a Cancelled Flightled flight?? Help a guy out?
Flight Attendant Complaints,@United You were doing so well until the PHL-SFO flight yesterday. Major miss. Unfriendly Premier cabin crew. Baggage cluster at SFO.
Bad Flight,@United is offering to reroute my SFO flight to LAX. Might be geography class time.
Cancelled Flight,@united flight UA3774 after two delays. just Cancelled Flightled and no more flights to Norfolk that aren't booked. Renting a car.
Cancelled Flight,"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst"
Cancelled Flight,"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !"
Bad Flight,"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing."
Cancelled Flight,"@united It was Cancelled Flightled, none of the passengers were notified. Complete violation of travelers' rights.  @AerocivilCol"
Cancelled Flight,@united thanks for ruined my vacation for having poorly maintained aircrafts that canâ€™t fly safely out of STT. #UA1481 #Cancelled Flightledflight
Flight Booking Problems,@united reservation was made last July. I want to know why I wasn't reseated. This only happens on international itineraries
longlines,@united Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN
Flight Booking Problems,"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service ðŸ‘Ž"
Cancelled Flight,@united the emails/calls over the past months about flight changes were helpful wish you would have sent them on the Cancelled Flightlation yesterday
Flight Attendant Complaints,"@united - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!"
Bad Flight,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?"
Flight Attendant Complaints,@united more people would catch their flights if your attendants had more help!
Flight Booking Problems,"@united your website is fucked up. Now instead of a $416 flight I shouldâ€™ve had yesterday, itâ€™s $514 today. Thanks."
Flight Attendant Complaints,"@united I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?"
Flight Booking Problems,@united I bought a ticket yesterday and received a confirmation. Tried to check in and they said I hadn't paid for it. So I called was on
Flight Attendant Complaints,@united I unfortunately didn't get her name :( she was not nice!
Bad Flight,@united  what did you do with my seat. International connection. Seriously?
Cancelled Flight,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!
Flight Attendant Complaints,@united flight 5903 stranded on Tarmac in Chicago. No gates available?! Plane getting very hot and uncomfortable.
Flight Booking Problems,@united Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app
Cancelled Flight,@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!
Flight Attendant Complaints,@united so this did not work out at all!! Incredibly unfriendly ground staff and false promises over Twitter @theairhelper
Cancelled Flight,@united The so below skilled staff and inadequate system just deleted my return from Houston to Norway. Shoulder shrugging is all you do..
Flight Attendant Complaints,@united severely under staffed at Iah.
Bad Flight,"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs"
Bad Flight,@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues
Flight Attendant Complaints,@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.
Flight Attendant Complaints,@united it's boarding time for ua3882 but no crewe
longlines,@united no way one person is working entire security checkpoint in EWR ðŸ†–
Cancelled Flight,@united so? Found anything or just showing off? You do realise that the morning flight that you Cancelled Flightled was more pricey than the evening?
Flight Attendant Complaints,@united employee=faceless. Don't throw them under the bus. Starts with management. I'm almost a million miler and own my own company. 1/2
Cancelled Flight,@united  I understand that but why should I pay to change if it was a problem with your plane. If it was weather I would understand
Cancelled Flight,@united 30 hours Late Flightr still no answers stuck in Houston. Keep getting put on phantom flights that never apeared. #BadCustomerService
Cancelled Flight,"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting"
Cancelled Flight,@united last week we also had maintenance issues and a flat tire. Another flight last week was Cancelled Flighted. Your track record is the WORST!
Cancelled Flight,@united you should spend all of the money you take for our tickets and update your planes! Each flight has a maintenance issue!!!
Cancelled Flight,@united any chance you could help rebook?? My flight Cancelled Flightled
Cancelled Flight,@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws
Cancelled Flight,@united involuntarily bumped your passenger and can't guarantee them another flight for three days!
Cancelled Flight,"@united I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!"
Bad Flight,"@united your first class is a joke, compared to all the others I have flown, don't ask for extra peanuts... That's NOT allowed! @AirCanada"
Flight Attendant Complaints,"@united 100% I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here"
longlines,@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel
Bad Flight,@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!
longlines,"@united did your super computer ðŸ’© ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers"
longlines,"@united, fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better."
Bad Flight,@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY
Bad Flight,@united you would think you would clean your ramps. Our jet is stuck in the snow in Newark. This would never happen with @Delta
Flight Booking Problems,@united overbooked by FIFTY people?!? the worst.
Bad Flight,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here
longlines,"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv"
Bad Flight,@united wifi wasn't working onboard.Alerted attendant re socket.You sent me to a hotel for 24 hours with 7$ Vouchers??no wifi at hotel
Flight Attendant Complaints,@united no my concerns were not addressed
Flight Attendant Complaints,@united it's disgusting and unconscionable the treatment I've received tonight.
Flight Booking Problems,@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?
Flight Attendant Complaints,@united Missing flight attendant = Delayed Flight. Prime example how 1 person impacts 100's of people. HNL -&gt; IAH (UA252) #wastedtime
Flight Booking Problems,"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #."
Flight Booking Problems,@united had a different fiasco on my outward trip and was rebooked on to qantas lax-Syd. No FF miles show up in my account for that :(
Flight Booking Problems,"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?"
Flight Attendant Complaints,@united the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see 2 right there. #unitedlies
Flight Attendant Complaints,@united well this one missed the mark.  She was in a snit from the minute I stepped up to the counter
Flight Attendant Complaints,@united who compensates is for the delays caused by the fact that you don't have enough flight attendants?? http://t.co/96apr35qan
longlines,@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying
Flight Attendant Complaints,"@united it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm."
Flight Attendant Complaints,@united Sandra at ur international checkin counter was rude and offensive.  She commented she didn't care if I complained cuz she had 25yrs
Flight Attendant Complaints,@united My contact stuff is in the bag and I'm legally blind. This is so messed up.
Flight Booking Problems,"@united Yeah, I tried that about 10 times for two different tickets, and it told me to ""Try again Late Flightr""."
Flight Attendant Complaints,@united please fire the captain of flight 6232 today. He single handedly ruined every passengers day by being a piece of shit. #unitedsucks
Flight Attendant Complaints,@united why do you hire POS pilots? Thanks for ruining my trip and not allowing me to see my buddy as he turns 30. #unitedsucksdick
longlines,"@united instead of be told when we board, we have to wait for the emails telling us about the delays."
Flight Attendant Complaints,"@united unfortunately, they didn't. I asked the staff if they could help. they said we should ask ppl in our row to switch, but no one would"
Flight Booking Problems,"@united Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for @Delta"
longlines,@united congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.
Flight Booking Problems,@united is trying to strand us in Houston until tomorrow morning. pretty sure overFlight Booking Problems and maintenance aren't our fault.
Flight Attendant Complaints,"@united God damn fucking crew won't be here till 6:40, so you've known for over an hour and a half the flight time was bullshit."
Flight Attendant Complaints,@united you really do have a culture problem. Everyone I tried to work with blamed someone else or told me how they're short staffed
longlines,@united Flight Cancelled Flightled to BDL and stranded @Dulles_Airport. Waiting almost 2hrs at customer service. Shout out to diligent agents.
longlines,@united seriously? 2-4 hrs to get bags from IAD intl arvls to carousel 2 for custs w/Cancelled Flightled connects? I understand irrops but ridiculous!
Flight Booking Problems,@united I keep getting kicked to an error message when trying to purchase a flight on http://t.co/p3N2w8JfpS. Have tried at least 4x.
Flight Attendant Complaints,@united employees almost seem happy when delivery terrible customer service.
longlines,"@United appreciate the early arrival of UA1002, but any chance ORD will ever bring the bags out?"
Flight Booking Problems,@united u guys did it again changed ages and double booked seats so I had to I've even though I have platinum and the other person none
Flight Attendant Complaints,"@united cabin crew were huge offenders, stood as a conversational cluster blocking exiting passengers"
Flight Attendant Complaints,@united no wheelchairs
